"","X","Doc.ID","Filer.Name","Member.Name","State","District","Year","Destination","Filing.Type","Departure.Date","Return.Date","Travel.Sponsor","return_month","departure_month","destination_country","destination_city"
"2394",2394,500009519,"Kirk Clinkenbeard","Stockman, Steve","TX",36,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2395",2395,500009520,"Charles Keller","Goodlatte, Bob","VA",6,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2396",2396,500009521,"Lauren Muglia","Perry, Scott","PA",4,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2397",2397,500009522,"Bob Goodlatte","Goodlatte, Bob","VA",6,2013,"Hot Springs, VA","Original","2013-05-10","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2398",2398,500009523,"Peter Larkin","Goodlatte, Bob","VA",6,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2399",2399,500009524,"Michael Ricci","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2400",2400,500009526,"Anne Thorsen","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2401",2401,500009527,"Armstrong Robinson","Rothfus, Keith","PA",12,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","Congressional Institute",5,5,"USA","Hot Springs"
"2402",2402,500009528,"Brett Loper","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2403",2403,500009529,"Mary N. Springer","Wittman, Robert","VA",1,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2404",2404,500009530,"David Schnittger","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2405",2405,500009531,"Michael Sommers","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2406",2406,500009532,"Juan Vargas","Vargas, Juan","CA",51,2013,"San Fransico, CA","Original","2013-04-28","2013-04-29","California Land Title Accociation (CLTA)",4,4,"USA","San Fransico"
"2407",2407,500009533,"John DeStefano","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2408",2408,500009534,"Trevor Kolego","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2409",2409,500009535,"Kelly Dixon","McCarthy, Kevin","CA",23,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2410",2410,500009536,"Ryan Stenger","Gibbs, Bob","OH",7,2013,"Hot Spring, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Spring"
"2411",2411,500009537,"Jo-Marie St. Martin","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2412",2412,500009538,"Natalie Buchanan","McCarthy, Kevin","CA",23,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","Congressional Institute",5,5,"USA","Hot Springs"
"2413",2413,500009539,"Donald Seymour","Boehner, John A.","OH",8,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2414",2414,500009540,"Helen W. Tolar","Miller, Jeff","FL",1,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2415",2415,500009541,"Matthew A. Stroia","Kelly, Mike","PA",3,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2416",2416,500009542,"James Min","McCarthy, Kevin","CA",23,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2417",2417,500009543,"Shelley H. Husband","Goodlatte, Bob","VA",6,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Insitute, Inc.",5,5,"USA","Hot Springs"
"2418",2418,500009544,"John Stipicevic","McCarthy, Kevin","CA",23,2013,"Hot Springs, VA","Original","2013-05-10","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2419",2419,500009545,"Stephen Pinkos","McCarthy, Kevin","CA",23,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2420",2420,500009546,"Brian Worth","McCarthy, Kevin","CA",23,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2421",2421,500009547,"Erica Elliott","McCarthy, Kevin","CA",23,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","Congressional Insitute",5,5,"USA","Hot Springs"
"2422",2422,500009548,"Mike Long","McCarthy, Kevin","CA",23,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2423",2423,500009549,"Matthew Meyer","Roe, David","TN",1,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2424",2424,500009550,"Travis Smith","Yoder, Kevin","KS",3,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-12","The Congressional Institute",5,5,"USA","Hot Springs"
"2425",2425,500009551,"Adam Magary","Lamborn, Doug","CO",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2426",2426,500009552,"David Ramey","Calvert, Ken","CA",42,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2427",2427,500009553,"Richard Goddard","Amodei, Mark","NV",2,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2428",2428,500009554,"Daniel McFaul","Miller, Jeff","FL",1,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-12","The Congressional Institute",5,5,"USA","Hot Springs"
"2429",2429,500009555,"Jeanette Whitener","Neugebauer, Randy","TX",19,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2430",2430,500009556,"Johnny Amaral","Nunes, Devin","CA",22,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2431",2431,500009557,"Brian Schubert","Meehan, Patrick","PA",7,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2432",2432,500009558,"Justin Harding","Chaffetz, Jason","UT",3,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2433",2433,500009559,"Jessica Carter","Fincher, Stephen Lee","TN",8,2013,"Hot Springs, VA","Original","2013-05-10","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2434",2434,500009560,"Robert Wasinger","Bentivolio, Kerry L.","MI",11,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2435",2435,500009561,"Bernard Rothschild","Farenthold, Blake","TX",27,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2436",2436,500009562,"John Connell","Young, Todd C.","IN",9,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2437",2437,500009563,"Kathryn Patru","McMorris Rodgers, Cathy","WA",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2438",2438,500009564,"Nicolas Muzin","McMorris Rodgers, Cathy","WA",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2439",2439,500009565,"Michael Ward","Rokita, Todd","IN",4,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2440",2440,500009566,"Tim Cameron","McMorris Rodgers, Cathy","WA",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2441",2441,500009567,"Nate Hodson","McMorris Rodgers, Cathy","WA",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2442",2442,500009568,"Jeremy Deutsch","McMorris Rodgers, Cathy","WA",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2443",2443,500009569,"Shaughnessy Murphy","McMorris Rodgers, Cathy","WA",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2444",2444,500009570,"Kimberly Betz","McMorris Rodgers, Cathy","WA",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2445",2445,500009571,"Chistopher Shank","Smith, Lamar","TX",21,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-12","The Congressional Institute",5,5,"USA","Hot Springs"
"2446",2446,500009572,"Jordan Stoick","Noem, Kristi","SD",0,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2447",2447,500009584,"Kelle Strickland","Burgess, Michael","TX",26,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2448",2448,500009585,"Phillip Pinegar","McMorris Rodgers, Cathy","WA",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2449",2449,500009586,"Brian C. Steed","Stewart, Chris","UT",2,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","Congressional Institute",5,5,"USA","Hot Springs"
"2450",2450,500009587,"Timothy R. Kolpien","Reed, Tom","NY",23,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","Congressional Institute",5,5,"USA","Hot Springs"
"2451",2451,500009588,"Valerie Nelson","Cantor, Eric","VA",7,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2452",2452,500009589,"Scott Parker","Bishop, Rob","UT",1,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2453",2453,500009590,"Mark Chenoweth","Pompeo, Mike","KS",4,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","Congressional Institute",5,5,"USA","Hot Springs"
"2454",2454,500009591,"Steve Stombres","Cantor, Eric","VA",7,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2455",2455,500009592,"Kathryn Cammack","Yoho, Ted","FL",3,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","Congressional Institute",5,5,"USA","Hot Springs"
"2456",2456,500009593,"Amy Barrera","Cantor, Eric","VA",7,2013,"Hot Springs, VA","Original","2013-05-10","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2457",2457,500009594,"Robert Borden","Cantor, Eric","VA",7,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2458",2458,500009595,"Rory Cooper","Cantor, Eric","VA",7,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2459",2459,500009596,"Neil Bradley","Cantor, Eric","VA",7,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2460",2460,500009597,"Kristi Way","Cantor, Eric","VA",7,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2461",2461,500009598,"Lynnel Ruckert","Scalise, Steve","LA",1,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2462",2462,500009599,"Shannon McGahn","Hensarling, Jeb","TX",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2463",2463,500009601,"Ryan Walker","Latta, Robert","OH",5,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2464",2464,500009603,"Lucille Muffy Day","Campbell, John","CA",45,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","The Congressional Institute",5,5,"USA","Hot Springs"
"2465",2465,500009604,"David Karuelas","Buchanan, Vern","FL",16,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2466",2466,500009614,"Jeanette Piper Crowell","Huffman, Jared","CA",2,2013,"San Francisco, CA","Original","2013-05-29","2013-06-01","The Information Technology and Innovation Foundation",6,5,"USA","San Francisco"
"2467",2467,500009615,"Tal Eslick","Valadao, David","CA",21,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-10","The Congressional Institute",5,5,"USA","Hot Springs"
"2468",2468,500009616,"Librado Padilla III","Sessions, Pete","TX",32,2013,"Hot Springs, VA","Original","2013-05-09","2013-05-11","Congressional Institute",5,5,"USA","Hot Springs"
"2469",2469,500009617,"Dave Natonski","Radel, Trey","FL",19,2013,"San Francisco, CA","Original","2013-05-29","2013-05-31","ITIF",5,5,"USA","San Francisco"
"2470",2470,500009619,"Hugh Nathanial Halpern","Sessions, Pete","TX",32,2013,"San Francisco, CA","Original","2013-05-29","2013-05-31","Information Technology and Innovation Foundation",5,5,"USA","San Francisco"
"2471",2471,500009621,"Steven Jeffrey Hild","O'Rourke, Beto","TX",16,2013,"Seatte, WA","Original","2013-05-28","2013-05-30","Casey Family Programs",5,5,"USA","Seatte"
"2472",2472,500009622,"Jason Steinbaum","Engel, Eliot","NY",16,2013,"Tel Aviv, Israel","Original","2013-04-29","2013-05-06","American Israel Education Foundation (AIEF)",5,4,"ISR","Tel Aviv"
"2473",2473,500009623,"Faith Ammen","Price, Tom","GA",6,2013,"Seattle, WA","Original","2013-05-28","2013-05-30","Casey Family Programs",5,5,"USA","Seattle"
"2474",2474,500009624,"Jamieson Brown","Smith, Lamar","TX",21,2013,"Palo Alto, CA","Original","2013-05-29","2013-05-31","Information Technology and Innovation Foundation",5,5,"USA","Palo Alto"
"2475",2475,500009625,"Tammy Duckworth","Duckworth, Tammy","IL",8,2013,"Boston, MA","Original","2013-06-01","2013-06-03","Massachusetts School of Professional Psychology",6,6,"USA","Boston"
"2476",2476,500009626,"Daniel T. Kildee","Kildee, Daniel","MI",5,2013,"Detroit, MI","Original","2013-05-27","2013-05-31","Detroit Regional Chamber",5,5,"USA","Detroit"
"2477",2477,500009627,"John Michael Ariale","Crenshaw, Ander","FL",4,2013,"Kuala Lumpur, Malaysia","Original","2013-05-23","2013-06-01","Management Sciences for Health, Populations Services International and Women Deliver",6,5,"MYS","Kuala Lumpur"
"2478",2478,500009634,"Amy A. Travieso","Cuellar, Henry","TX",28,2013,"Istanbul, Turkey","Original","2013-05-24","2013-06-01","Turquoise Council of Americans and Eurasians",6,5,"TUR","Istanbul"
"2479",2479,500009635,"Ted Poe","Poe, Ted","TX",2,2013,"Baku, Azerbaijan","Original","2013-05-27","2013-05-30","Turquoise Council of Americans and Eurasians",5,5,"AZE","Baku"
"2480",2480,500009636,"Kelli Ripp","Schock, Aaron","IL",18,2013,"Kuala Lumpur, Malaysia","Original","2013-05-23","2013-06-04","Management Sciences for Health (MSH)",6,5,"MYS","Kuala Lumpur"
"2481",2481,500009637,"Johann Welby Leaman","Camp, Dave","MI",4,2013,"San Francisco, CA","Original","2013-05-29","2013-05-31","Information Technology and Innovation Foundation",5,5,"USA","San Francisco"
"2482",2482,500009638,"Robert B. Aderholt","Aderholt, Robert","AL",4,2013,"Pristina, Kosovo","Original","2013-05-23","2013-05-30","Fellowship Foundation (d.b.a. International Foundation)",5,5,NA,"Pristina"
"2483",2483,500009638,"Robert B. Aderholt","Aderholt, Robert","AL",4,2013,"Skopje, Macedonia","Original","2013-05-23","2013-05-30","Fellowship Foundation (d.b.a. International Foundation)",5,5,"MKD","Skopje"
"2484",2484,500009638,"Robert B. Aderholt","Aderholt, Robert","AL",4,2013,"Tirana, Albania","Original","2013-05-23","2013-05-30","Fellowship Foundation (d.b.a. International Foundation)",5,5,"ALB","Tirana"
"2485",2485,500009639,"Ruben Hinojosa","Hinojosa, Ruben","TX",15,2013,"Ankara, Turkey","Original","2013-05-24","2013-05-31","Turquoise Council of Americans and Eurasians",5,5,"TUR","Ankara"
"2486",2486,500009639,"Ruben Hinojosa","Hinojosa, Ruben","TX",15,2013,"Baku, Azerbaijan","Original","2013-05-24","2013-05-31","Turquoise Council of Americans and Eurasians",5,5,"AZE","Baku"
"2487",2487,500009639,"Ruben Hinojosa","Hinojosa, Ruben","TX",15,2013,"Istanbul, Turkey","Original","2013-05-24","2013-05-31","Turquoise Council of Americans and Eurasians",5,5,"TUR","Istanbul"
"2488",2488,500009640,"Leonard Lance","Lance, Leonard","NJ",7,2013,"Istanbul, Turkey","Original","2013-05-24","2013-06-01","Council of Turkic American Associations",6,5,"TUR","Istanbul"
"2489",2489,500009641,"Jefferson B. Miller","Miller, Jeff","FL",1,2013,"Oradea, Romania","Original","2013-05-23","2013-05-27","Emanuel University of Oradea",5,5,"ROU","Oradea"
"2490",2490,500009642,"Joel David Grossman","Eshoo, Anna","CA",18,2013,"Palo Alto, CA","Original","2013-05-27","2013-05-31","The Information Technology & Innovation Foundation (ITIF)",5,5,"USA","Palo Alto"
"2491",2491,500009643,"Gary Peters","Peters, Gary C.","MI",14,2013,"Mackinac Island, MI","Original","2013-05-29","2013-05-30","Detroit Regional Chamber",5,5,"USA","Mackinac Island"
"2492",2492,500009644,"Andre Castro","Flores, Bill","TX",17,2013,"Baltimore, MD","Original","2013-06-06","2013-06-07","Congressional Institute",6,6,"USA","Baltimore"
"2493",2493,500009645,"Trent Walters","Aderholt, Robert","AL",4,2013,"Pristina, Kosovo","Original","2013-05-23","2013-05-30","Fellowship Foundation (d.b.a. International Foundation)",5,5,NA,"Pristina"
"2494",2494,500009645,"Trent Walters","Aderholt, Robert","AL",4,2013,"Skopje, Macedonia","Original","2013-05-23","2013-05-30","Fellowship Foundation (d.b.a. International Foundation)",5,5,"MKD","Skopje"
"2495",2495,500009645,"Trent Walters","Aderholt, Robert","AL",4,2013,"Tirana, Albania","Original","2013-05-23","2013-05-30","Fellowship Foundation (d.b.a. International Foundation)",5,5,"ALB","Tirana"
